,submarca,ale,alto,amargor,amendoim,ano,aromar,açúcar,açúcar lúpulo,brahma,brasil,brasileiro,característico,castanho,cerveja,cervejar,cervejar levar,cevar,cevar açúcar,cevar glúten,cevar lúpulo,claro,clássico,colorado,coloração,combinar,cor,cremoso,criar,cítrico,dourar,encorpar,equilibrar,escuro,especial,espumar,estilar,extrato,feito,fermentar,fermentação,frutar,fruto,fruto mar,glúten,glúten ºc,harmoniza,harmonizar,hoje,ingrediente,lager,laranjo,levar,levar refrescante,leve,levedura,levemente,lúpulo,lúpulo cevar,lúpulo levedura,lúpulo ºc,maltar,maltar cevar,maltar lúpulo,maltar milho,maltar trigar,malte,mar,marcante,marcar,milho,milho lúpulo,mundo,nome,noto,pale,passar,peixe,petisco,pilsen,prato,presentar,produzir,puro,puro maltar,qualidade,queijo,receitar,refrescante,refrescância,resultar,sabor,salada,suave,tradicional,trazer,trigar,ºc,água,água maltar,único
26,BOHEMIA MAGNA PILS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,BOHEMIA PURO MALTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4237728062193025,0.0,0.0,0.0,0.0,0.38744824571949527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31983359431675357,0.0,0.0,0.0,0.1618169634260996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47792426716203423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240917084167117,0.38426802553122213,0.0,0.0,0.0,0.0,0.2865907602259276,0.15991679715837678,0.0,0.0
28,BRAHMA CHOPP PILSEN,0.0,0.0,0.16731123000694673,0.0,0.0,0.0,0.0,0.0,0.24389443122579488,0.2086862037803563,0.2033120156534207,0.0,0.0,0.0,0.38159647043853784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2086862037803563,0.0,0.23535299940161858,0.0,0.0,0.0,0.23535299940161858,0.0,0.0,0.0,0.2086862037803563,0.0,0.0,0.0,0.0,0.0,0.0,0.19362853891049583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22771242827491733,0.0,0.14804287388988063,0.0,0.0,0.0,0.0,0.07875075708002056,0.0,0.0,0.0,0.0796864907541567,0.0,0.0,0.0,0.0,0.0,0.19362853891049583,0.0,0.0,0.173908353583683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24389443122579488,0.0,0.0,0.23535299940161858,0.0,0.0,0.0,0.0,0.24389443122579488,0.0,0.0,0.0,0.0,0.23727842364028592,0.18923214115061618,0.0,0.0,0.0,0.0,0.14113113657209225,0.07875075708002056,0.0,0.0
29,BRAHMA DUPLO MALTE,0.0,0.0,0.0,0.33085956818381096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25883092696133686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2909714785438733,0.3192725285338481,0.0,0.0,0.3192725285338481,0.0,0.0,0.0,0.0,0.28309718644115156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3192725285338481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10683081754138923,0.0,0.0,0.0,0.32430061385774395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2909714785438733,0.3218844989219147,0.0,0.0,0.0,0.0,0.0,0.19145409212030567,0.10683081754138923,0.0,0.0
30,BRAHMA EXTRA LAGER,0.0,0.0,0.35420990490187015,0.0,0.0,0.0,0.0,0.0,0.2581710244046309,0.22090184978110322,0.2152130784258045,0.0,0.0,0.0,0.30295018787586414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24912961172108994,0.0,0.0,0.0,0.24912961172108994,0.0,0.0,0.0,0.22090184978110322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1878335382054541,0.0,0.0,0.24104179247526752,0.0,0.0,0.0,0.0,0.0,0.0,0.08336050776479917,0.0,0.0,0.0,0.08435101550213239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4982592234421799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2511677425041994,0.0,0.0,0.0,0.0,0.0,0.14939238227409501,0.08336050776479917,0.0,0.0
31,BRAHMA EXTRA RED LAGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3062170545939339,0.0,0.0,0.0,0.0,0.0,0.2395531268054056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26929984107652183,0.0,0.0,0.0,0.0,0.0,0.0,0.3062170545939339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5718000917882611,0.0,0.18587243902347,0.0,0.0,0.0,0.0,0.09887402823790198,0.0,0.0,0.0,0.20009774201916147,0.0,0.0,0.0,0.0,0.0,0.0,0.26201202846181104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27722214442281445,0.0,0.0,0.3062170545939339,0.0,0.0,0.0,0.0,0.14895522550605791,0.0,0.0,0.0,0.0,0.0,0.0,0.09887402823790198,0.0,0.0
32,BRAHMA EXTRA WEISS,0.0,0.0,0.14896763939132532,0.0,0.0,0.12185867577813755,0.0,0.0,0.21715444730690278,0.0,0.0,0.0,0.0,0.1410514992305552,0.084939793639271,0.0,0.10013346421733714,0.0,0.0,0.0,0.17656668217049917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2095494770020604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21715444730690278,0.0,0.17239958345348566,0.0,0.0,0.0,0.0,0.1579917353962118,0.0,0.0,0.0,0.0,0.3954354549512462,0.0,0.190974530227773,0.0,0.21715444730690278,0.14023343659601667,0.0,0.0,0.0,0.28379944175970795,0.0,0.0,0.0,0.0,0.0,0.17239958345348566,0.0,0.0,0.15484147060969874,0.0,0.0,0.0,0.19659264776483548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19659264776483548,0.0,0.0,0.0,0.0,0.15484147060969874,0.0,0.0,0.0,0.1684851959010937,0.18102138768882853,0.0,0.0,0.35313336434099835,0.1256578668322886,0.07011671829800833,0.0,0.0
33,BRAHMA MALZIBIER,0.0,0.0,0.0,0.0,0.0,0.15486933984296727,0.23614000895453746,0.0,0.5519601404435753,0.0,0.0,0.0,0.0,0.0,0.3238481712519595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26631496658336773,0.0,0.27598007022178767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200790592916043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27598007022178767,0.08911084750779834,0.0,0.0,0.0,0.18033936407264786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19678694340399608,0.0,0.0,0.0,0.24984822281142302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26849369085322283,0.0,0.0,0.0,0.0,0.0,0.15969770521569554,0.08911084750779834,0.0,0.0
34,BRAHMA REFRESH,0.0,0.0,0.0,0.0,0.33233747904154903,0.0,0.0,0.0,0.6646749580830981,0.28436174834556666,0.0,0.0,0.0,0.0,0.12999354716640615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20172742465398844,0.0,0.0,0.0,0.0,0.10730801826450008,0.0,0.0,0.0,0.10858307554544631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23697246191226232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23697246191226232,0.0,0.29227121398689726,0.0,0.0,0.2770387269669141,0.0,0.0,0.0,0.0,0.10730801826450008,0.0,0.0
35,BRAHMA ZERO,0.0,0.0,0.1425693861337354,0.0,0.0,0.0,0.1778258636094523,0.0,0.4156550560276725,0.0,0.0,0.0,0.0,0.0,0.24387472917521857,0.0,0.0,0.0,0.0,0.0,0.0,0.18814887061887883,0.0,0.0,0.1778258636094523,0.1827720547429013,0.20054919593878423,0.0,0.0,0.20054919593878423,0.0,0.0,0.0,0.0,0.1778258636094523,0.0,0.0,0.0,0.0,0.20782752801383625,0.1577165814719664,0.16499491354701842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523008366034719,0.0,0.0,0.0,0.0,0.13421032280976342,0.0,0.0,0.0,0.1358050391417241,0.0,0.0,0.0,0.0,0.0,0.16499491354701842,0.0,0.0,0.1481909326285202,0.0,0.0,0.0,0.18814887061887883,0.0,0.0,0.0,0.20782752801383625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20782752801383625,0.0,0.0,0.0,0.0,0.30328483509240306,0.16124865138757016,0.0,0.0,0.0,0.0,0.12026078288112607,0.06710516140488171,0.0,0.0
36,CERVEJARIA COLORADOCOLORADO APPIA,0.0,0.24106051311362459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22091900624015412,0.0,0.0,0.0,0.0,0.3029737166625081,0.0,0.11905612401595059,0.0,0.0,0.0,0.0,0.0,0.22706382459051097,0.0,0.22091900624015412,0.0,0.0,0.0,0.0,0.0,0.24914896050420832,0.0,0.0,0.0,0.0,0.0,0.0,0.24914896050420832,0.0,0.2581910753938495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15672087559325026,0.0,0.22706382459051097,0.391873147574345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22706382459051097,0.0,0.0,0.0,0.0,0.0,0.0,0.22706382459051097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18410254226007944,0.0,0.0,0.12559362478991173,0.20032458214482993,0.0,0.0,0.0,0.20993326231028606,0.14940398491251358,0.08336698200274396,0.0,0.0
37,CERVEJARIA COLORADOCOLORADO BERTHO,0.20477453680857033,0.0,0.16417510600559254,0.0,0.0,0.0,0.20477453680857033,0.0,0.0,0.20477453680857033,0.0,0.0,0.44688825788051695,0.1554508410889986,0.09361093242666042,0.0,0.11035565958995679,0.0,0.0,0.0,0.0,0.0,0.21047029994313407,0.0,0.20477453680857033,0.0,0.0,0.23932281233606414,0.0,0.0,0.0,0.0,0.0,0.42094059988626814,0.0,0.0,0.0,0.23094148326977576,0.22344412894025847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23094148326977576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545492659529936,0.0,0.0,0.0,0.15638565404407298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1164154084348266,0.0,0.0,0.0,0.0,0.0,0.0,0.0772746329764968,0.0,0.23932281233606414
38,CERVEJARIA COLORADOCOLORADO CAUIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30114932198750033,0.0,0.0,0.0,0.1413068455104063,0.0,0.166583215620613,0.0,0.0,0.0,0.2937384211893862,0.0,0.0,0.0,0.3091096636596759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6745832818854834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23329400404035117,0.0,0.0,0.0,0.23606605428658292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3177074876579597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11664700202017558,0.0,0.0
39,CERVEJARIA COLORADOCOLORADO CAUIM 016,0.0,0.0,0.0,0.0,0.0,0.2385135679218125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16625236660482146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3737937926532944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25799481965739,0.0,0.0,0.0,0.0,0.2744784242145357,0.0,0.0,0.0,0.13886991836257653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101504722315234,0.0,0.0,0.3737937926532944,0.0,0.0,0.0,0.0,0.0,0.0,0.38479011482906256,0.3737937926532944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13723921210726786,0.0,0.0
40,CERVEJARIA COLORADOCOLORADO DEMOISELLE,0.0,0.5706037249993688,0.0,0.0,0.0,0.17147763410049627,0.2614638255257785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2390519142151995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055763622968011,0.0,0.0,0.0,0.2948747663131619,0.2948747663131619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18548354154651675,0.0,0.0,0.0,0.0,0.09866715593171209,0.0,0.0,0.0,0.09983954060152204,0.0,0.0,0.0,0.0,0.2687363899845321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2948747663131619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19733431186342418,0.0,0.0
41,CERVEJARIA COLORADOCOLORADO EUGENIA,0.0,0.0,0.0,0.0,0.0,0.16334329503278652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18906997393916347,0.2277120719365739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2559884130986057,0.0,0.0,0.0,0.0,0.0,0.2808868701989829,0.0,0.0,0.0,0.0,0.2559884130986057,0.0,0.2635191188487326,0.0,0.0,0.27176807368579486,0.0,0.4417920175722455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2808868701989829,0.0,0.0,0.17668480796045177,0.0,0.0,0.22089600878612276,0.0,0.18797341642764076,0.0,0.0,0.0,0.09510347878286411,0.0,0.0,0.0,0.0,0.0,0.0,0.2490608353520236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2075544958584575,0.0,0.0,0.14159240364796877,0.0,0.0,0.0,0.0,0.0,0.0,0.09398670821382038,0.0,0.0
42,CERVEJARIA COLORADOCOLORADO GUANABARA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3434266054313693,0.3345825172647859,0.0,0.0,0.0,0.15699454265940643,0.0,0.0,0.0,0.0,0.0,0.32634886816384073,0.0,0.3529789483599873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3873110929156553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1295969962997985,0.0,0.0,0.0,0.13113689607982723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40136738836673225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39047968718936577,0.0,0.0,0.0,0.0,0.0,0.0,0.1295969962997985,0.0,0.0
43,CERVEJARIA COLORADOCOLORADO INDICA,0.0,0.0,0.0,0.0,0.4288646287034703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278566704922635,0.16775006689028285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3771611496503304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3771611496503304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138475544625999,0.0,0.0,0.0,0.140120941253986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4288646287034703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4288646287034703,0.0,0.0,0.138475544625999,0.0,0.0
44,CERVEJARIA COLORADOCOLORADO ITHACA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4964888400558408,0.0,0.0,0.19343155009256818,0.3494475997308911,0.0,0.137318435503041,0.0,0.0,0.0,0.0,0.0,0.2618937027374462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21666261221053332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09615484827721463,0.0,0.0,0.0,0.09729738115944475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5237874054748924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2977956390481946,0.0,0.0,0.0,0.2618937027374462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09615484827721463,0.0,0.0
45,CERVEJARIA COLORADOCOLORADO MURICA,0.4548484887104565,0.0,0.0,0.0,0.26579383648357763,0.0,0.0,0.0,0.0,0.4548484887104565,0.22156750513792203,0.0,0.0,0.17264495195562102,0.0,0.0,0.1225618813926592,0.0,0.0,0.0,0.0,0.0,0.23375000461376796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481588432420943,0.0,0.4034123454879166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08582182768620412,0.0,0.0,0.0,0.08684158136375021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23375000461376796,0.0,0.2564854651435655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08582182768620412,0.0,0.0
46,CERVEJARIA COLORADOCOLORADO NASSAU,0.0,0.0,0.18829377502947037,0.0,0.0,0.3080565708916503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35657568814551904,0.0,0.0,0.12656781070908704,0.0,0.0,0.0,0.2231787203325179,0.0,0.24139011249688275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26486868048247253,0.0,0.0,0.2082989294927779,0.21791154451129302,0.0,0.0,0.0,0.26486868048247253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17725382015792002,0.0,0.0,0.0,0.1793599887147823,0.0,0.0,0.0,0.0,0.0,0.21791154451129302,0.23485759506245416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26486868048247253,0.0,0.0,0.0,0.0,0.27448129550098765,0.0,0.0,0.0,0.0,0.13351778633871839,0.0,0.0,0.0,0.0,0.2231787203325179,0.0,0.08862691007896001,0.0,0.0
47,CERVEJARIA COLORADOCOLORADO RIBEIRAO,0.0,0.0,0.15650718540793454,0.0,0.0,0.0,0.0,0.0,0.0,0.19521038955827508,0.0,0.0,0.0,0.0,0.3569550564385785,0.0,0.1052014163199135,0.0,0.0,0.0,0.18550307017170428,0.0,0.20064012783364116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22015518929681688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1659880087085286,0.0,0.0,0.4260160089700348,0.4562901242939085,0.13848307439521554,0.0,0.20064012783364116,0.0,0.0,0.07366546369198444,0.0,0.0,0.0,0.07454077280078958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20064012783364116,0.0,0.0,0.0,0.19018323712167828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22015518929681688,0.0,0.0,0.16267830280836518,0.0,0.0,0.0,0.1770125639442748,0.0,0.0,0.0,0.0,0.0,0.07366546369198444,0.0,0.0
48,CERVEJARIA COLORADOCOLORADO ROSALIA,0.0,0.0,0.0,0.0,0.0,0.19993112649812436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23142041348584586,0.0,0.0,0.1642870002754745,0.0,0.0,0.0,0.0,0.0,0.3133281460435735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3438036949489905,0.0,0.0,0.0,0.5407505446328168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21626105120230033,0.0,0.0,0.0,0.0,0.11503911712609872,0.0,0.0,0.0,0.11640603701016282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17330817747513516,0.0,0.0,0.0,0.35628101977073867,0.0,0.0,0.11503911712609872,0.0,0.35628101977073867
49,CERVEJARIA COLORADOCOLORADO VIXNU,0.23769547007958253,0.0,0.19056900142738536,0.0,0.0,0.0,0.23769547007958253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21732091239980605,0.0,0.12809717844313215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26806919103424365,0.0,0.0,0.0,0.0,0.24430692244486227,0.0,0.0,0.0,0.0,0.25936651154351303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17939564651777423,0.0,0.0,0.0,0.1815272647226574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48861384488972454,0.2514939803408876,0.26806919103424365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514939803408876,0.0,0.0,0.24430692244486227,0.13513113331219895,0.0,0.0,0.0,0.0,0.0,0.0,0.08969782325888712,0.0,0.0
50,CORONA,0.0,0.0,0.18212845740920852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115432382103876,0.0,0.12242359110649759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25619606481804863,0.0,0.0,0.0,0.0,0.466972514795156,0.0,0.24035499133704055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18563750807364754,0.0,0.0,0.19316135483309216,0.0,0.0,0.0,0.0,0.1611536789901698,0.0,0.0,0.0,0.0,0.08572499231639111,0.0,0.0,0.0,0.08674359537494963,0.0,0.0,0.0,0.0,0.0,0.0,0.22716763468609946,0.25619606481804863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25619606481804863,0.0,0.25619606481804863,0.233486257397578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25829200629449484,0.0,0.0,0.0,0.0,0.0,0.15362983223072516,0.08572499231639111,0.0,0.0
51,CORONACORONITA,0.0,0.0,0.24316175881628657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13864829770552367,0.0,0.16344911804297052,0.0,0.0,0.0,0.0,0.32090066135284295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31173013715624154,0.0,0.32090066135284295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24784673195820103,0.0,0.0,0.25789190467374323,0.0,0.0,0.0,0.0,0.21515809544754674,0.0,0.31173013715624154,0.0,0.0,0.11445240465267552,0.0,0.0,0.0,0.11581235309114628,0.0,0.0,0.0,0.0,0.0,0.0,0.30329407266815583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34205025732468697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724242862213502,0.0,0.0,0.0,0.0,0.0,0.20511292273200452,0.11445240465267552,0.0,0.0
52,FRANZISKANER DUNKEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3039634712560371,0.0,0.11944505658386642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24996288037438213,0.0,0.0,0.0,0.0,0.0,0.5180690680932284,0.0,0.0,0.0,0.0,0.0,0.24184800964236955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18846178869058225,0.2590345340466142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08363932527494201,0.0,0.0,0.0,0.2538994379482541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24996288037438213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12600391406656292,0.0,0.0,0.2590345340466142,0.0,0.4212381446607197,0.0,0.08363932527494201,0.0,0.0
